system:index,B11_S2A,B11_S2B,B12_S2A,B12_S2B,B1_S2A,B1_S2B,B2_S2A,B2_S2B,B3_S2A,B3_S2B,B4_S2A,B4_S2B,B5_S2A,B5_S2B,B6_S2A,B6_S2B,B7_S2A,B7_S2B,B8A_S2A,B8A_S2B,B8_S2A,B8_S2B,B9_S2A,B9_S2B,WVP_S2A,WVP_S2B,classProb_S2A,classProb_S2B,class_S2A,class_S2B,dist_emd,dist_sam,dist_sed,dist_sid,spc_S2A,spc_S2B,.geo
96,764,692,497,497,305,404,634,672,778,786,798,783,1117,1103,1254,1162,1308,1301,1450,1346,1382,1284,403,305,1350,1423,0.5219391,0.5048926,4.0,4.0,1991.0,0.06358894482741978,60780.0,0.023610834403445635,23.91314,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,764,692,497,497,305,404,659,738,892,865,866,857,1117,1103,1254,1162,1308,1301,1450,1346,1498,1420,403,305,1350,1423,0.5786619,0.47703007,4.0,4.0,1894.0,0.06389995326169498,62578.0,0.024593078467269623,23.819118,20.36272,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,273,219,142,153,305,404,326,468,478,497,479,465,739,780,795,689,914,839,1013,862,1096,1004,403,305,1350,1423,0.54606974,0.97003037,4.0,4.0,2389.0,0.1167780118862451,98299.0,0.06746422851763384,45.223824,40.95161,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,273,219,142,153,305,404,303,412,468,487,447,448,739,780,795,689,914,839,1013,862,944,856,403,305,1350,1423,0.8614022,0.99846256,4.0,4.0,2307.0,0.11390015374577202,89101.0,0.06191838403292653,39.296505,31.654724,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,177,122,105,79,278,396,354,476,540,544,509,511,895,913,977,929,1120,992,1021,940,1062,974,551,398,1350,1423,0.66462904,0.77856386,4.0,4.0,2350.0,0.10594257668479062,94584.0,0.06605249437626051,38.385994,31.465641,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,629,598,342,325,281,385,268,399,426,454,404,416,958,990,1315,1321,1443,1461,1609,1640,1678,1708,1101,1057,1350,1423,0.6068129,0.37284517,4.0,4.0,4113.0,0.04906327485064288,40665.0,0.02295733434797725,83.10551,82.481735,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,190,173,138,119,252,358,330,414,428,495,428,436,677,669,497,429,578,551,421,424,722,633,356,328,1350,1423,0.5493393,0.9875289,4.0,4.0,1933.0,0.09794917034285734,42955.0,0.04733264968982875,21.80751,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,85,77,66,53,286,390,365,465,475,517,432,468,740,720,597,481,640,489,450,311,602,449,327,242,1350,1423,0.822008,0.40446174,4.0,4.0,3042.0,0.16186851099899213,116050.0,0.11807765845325047,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,172,141,135,109,286,390,411,524,597,611,556,556,806,751,702,557,758,636,652,500,776,632,327,242,1350,1423,0.9175165,0.77849865,4.0,4.0,3460.0,0.14287233367716592,120746.0,0.08771842995021406,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,172,141,135,109,286,390,476,560,630,600,650,603,806,751,702,557,758,636,652,500,1011,824,327,242,1350,1423,0.84345865,0.55006284,4.0,4.0,4274.0,0.13554386990464526,132179.0,0.07483046257222045,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,291,231,222,171,286,390,476,534,684,636,650,584,797,711,739,597,792,637,746,649,940,845,327,242,1350,1423,0.92905265,0.84418297,4.0,4.0,4338.0,0.11868638433889403,109614.0,0.062098254412561935,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,420,412,327,263,305,404,520,626,693,684,672,672,884,859,837,701,900,817,850,817,1021,962,403,305,1350,1423,0.8619239,0.84681743,4.0,4.0,2010.0,0.09530453673383346,70791.0,0.04561911346559941,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,420,412,327,263,305,404,632,766,822,776,796,786,884,859,837,701,900,817,850,817,1300,1274,403,305,1350,1423,0.81455237,0.70726424,4.0,4.0,1907.0,0.0931107483448374,76841.0,0.044829316883982215,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,498,401,343,242,305,404,624,648,814,764,778,764,944,870,903,839,1086,924,1182,1050,1480,1370,403,305,1350,1423,0.63464314,0.75624657,4.0,4.0,3923.0,0.08812184474967517,112956.0,0.0421828771526707,31.312527,26.680523,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,272,181,159,121,305,404,312,427,462,487,422,444,716,747,829,727,934,872,1112,932,1132,1000,403,305,1350,1423,0.5158122,0.9872974,4.0,4.0,2740.0,0.12065133993210812,113826.0,0.07517272932797817,56.43171,44.07025,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,271,196,170,109,278,396,361,466,542,527,498,517,923,944,1078,1016,1204,1097,1166,1098,1208,1058,551,398,1350,1423,0.85279554,0.83892566,4.0,4.0,2659.0,0.10290064475457014,106477.0,0.06674061484991578,49.42762,36.92124,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,416,336,217,200,282,381,408,485,578,580,540,534,872,878,1097,1007,1071,1111,1150,1099,828,736,718,665,1350,1423,0.5774146,0.7788622,4.0,4.0,1310.0,0.07736048949175026,51398.0,0.0312797417314557,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,127,80,74,68,252,358,334,471,495,495,447,450,770,751,812,612,876,667,697,541,730,510,356,328,1350,1423,0.53208417,0.52354664,4.0,4.0,4459.0,0.1794180559425434,195150.0,0.13106883171020567,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,190,173,138,119,252,358,321,437,422,484,392,396,677,669,497,429,578,551,421,424,551,469,356,328,1350,1423,0.97637504,0.9948651,4.0,4.0,2264.0,0.10462161837772317,47465.0,0.056520681621071135,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,85,77,66,53,286,390,313,461,468,479,420,419,740,720,597,481,640,489,450,311,569,416,327,242,1350,1423,0.88944846,0.543119,4.0,4.0,3187.0,0.16971914583354847,125016.0,0.13295338054782563,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,85,77,66,53,286,390,385,437,473,544,436,448,740,720,597,481,640,489,450,311,534,407,327,242,1350,1423,0.6207538,0.4518728,4.0,4.0,2991.0,0.15385541147718151,103599.0,0.10689567351608707,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,172,141,135,109,286,390,351,436,469,525,443,465,806,751,702,557,758,636,652,500,568,464,327,242,1350,1423,0.9188186,0.86438996,4.0,4.0,3062.0,0.14456043152773826,108706.0,0.09077304212824153,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,172,141,135,109,286,390,338,450,494,499,439,452,806,751,702,557,758,636,652,500,588,454,327,242,1350,1423,0.97613436,0.80826527,4.0,4.0,3377.0,0.14888419313903284,117739.0,0.09677703697158535,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,291,231,222,171,286,390,341,450,468,493,404,410,797,711,739,597,792,637,746,649,564,422,327,242,1350,1423,0.9895835,0.97684336,4.0,4.0,3575.0,0.14729189703976087,123271.0,0.09606099732821813,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,291,231,222,171,286,390,360,465,475,536,435,444,797,711,739,597,792,637,746,649,572,405,327,242,1350,1423,0.9817593,0.8119959,4.0,4.0,3613.0,0.15360737140666977,133281.0,0.10477292683288927,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,420,412,327,263,305,404,402,542,566,579,538,560,884,859,837,701,900,817,850,817,797,614,403,305,1350,1423,0.9430706,0.656125,4.0,4.0,2592.0,0.1258859434257673,109735.0,0.07350309376166195,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,498,401,343,242,305,404,405,500,544,554,544,518,944,870,903,839,1086,924,1182,1050,992,786,403,305,1350,1423,0.9448465,0.91479224,4.0,4.0,4037.0,0.11871958549640772,149821.0,0.06633596892824223,28.004166,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,498,401,343,242,305,404,394,464,484,516,478,479,944,870,903,839,1086,924,1182,1050,1062,904,403,305,1350,1423,0.9871154,0.9669448,4.0,4.0,3625.0,0.10961193061923086,128473.0,0.058835108932499464,43.068726,30.694546,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,272,181,159,121,305,404,353,455,464,490,475,468,716,747,829,727,934,872,1112,932,1086,899,403,305,1350,1423,0.5969993,0.9663993,4.0,4.0,3127.0,0.126487621728549,128166.0,0.07519590878347246,45.166992,32.06862,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,272,181,159,121,305,404,319,475,462,501,448,476,716,747,829,727,934,872,1112,932,1090,875,403,305,1350,1423,0.6660551,0.9372442,4.0,4.0,3212.0,0.14222924428481998,154934.0,0.0978246846282728,49.64218,28.635647,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,271,196,170,109,278,396,352,451,540,530,508,507,923,944,1078,1016,1204,1097,1166,1098,1252,1206,551,398,1350,1423,0.52029264,0.8911858,4.0,4.0,2094.0,0.09288547750592914,84384.0,0.060774959823737235,50.55446,48.03012,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,378,285,201,140,382,498,516,640,698,737,642,650,927,907,1258,1071,1430,1222,1263,1199,1068,1032,234,233,1350,1423,0.75126153,0.9167528,4.0,4.0,2733.0,0.10655179062880873,132142.0,0.05369513433361221,20.68407,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,328,197,169,124,345,429,407,587,704,682,650,612,1073,1002,1248,1070,1278,1116,1213,1011,1052,890,173,78,1350,1423,0.73186475,0.7679798,4.0,4.0,4871.0,0.1262193692435933,204941.0,0.09927633504948116,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,84,72,48,51,279,391,353,460,560,574,538,529,834,855,741,731,801,821,694,667,878,831,254,209,1350,1423,0.8732511,0.90437233,4.0,4.0,2654.0,0.073474443099072,35656.0,0.03303533875851001,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,74,51,40,45,252,358,361,470,498,534,459,457,703,670,525,406,597,466,382,267,535,411,356,328,1350,1423,0.7104109,0.8417933,4.0,4.0,2625.0,0.14918568805906476,92096.0,0.10682444800391147,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,101,113,71,57,252,358,339,480,470,491,404,411,594,603,354,303,396,388,283,302,378,406,356,328,1350,1423,0.95301884,0.8611901,4.0,4.0,3368.0,0.09328410379879574,41951.0,0.0482378304207154,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,183,135,101,93,258,360,373,472,492,516,485,482,746,740,718,541,793,660,720,497,1044,718,378,238,1350,1423,0.53049785,0.93430364,4.0,4.0,5179.0,0.1948529372916751,253146.0,0.1460037161081524,40.724865,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,183,135,101,93,258,360,360,524,528,543,536,498,746,740,718,541,793,660,720,497,922,662,378,238,1350,1423,0.77967215,0.9347162,4.0,4.0,4820.0,0.19315698535868292,232649.0,0.1566416939194852,23.372234,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,48,58,51,50,286,390,320,416,432,472,372,417,658,639,546,441,603,474,361,227,544,442,327,242,1350,1423,0.8470951,0.35954243,4.0,4.0,2480.0,0.15350500744076842,92699.0,0.11672370603343238,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,48,58,51,50,286,390,320,410,438,465,378,382,658,639,546,441,603,474,361,227,529,420,327,242,1350,1423,0.8067876,0.73298365,4.0,4.0,2673.0,0.15142936445706642,90180.0,0.11216118439784489,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,65,63,61,71,286,390,298,411,447,476,394,388,604,584,423,346,492,371,358,205,496,372,327,242,1350,1423,0.97234017,0.8483189,4.0,4.0,2684.0,0.1641451943413963,96875.0,0.1419575979343826,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,117,84,70,57,305,404,381,456,468,510,426,437,616,569,410,333,451,391,435,279,613,463,403,305,1350,1423,0.9368937,0.756507,4.0,4.0,2716.0,0.15304773675733305,92076.0,0.11159349688255435,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,126,94,73,62,305,404,328,470,475,498,436,446,637,611,574,419,627,504,610,407,714,501,403,305,1350,1423,0.8689279,0.6619397,4.0,4.0,3970.0,0.19185771971017707,173080.0,0.152928617967148,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,126,94,73,62,305,404,336,459,473,490,447,452,637,611,574,419,627,504,610,407,792,590,403,305,1350,1423,0.93241936,0.6499019,4.0,4.0,3980.0,0.18232950733253472,163165.0,0.13578125364473534,25.730171,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,164,108,117,88,278,396,347,432,502,532,505,458,764,753,805,647,879,730,825,641,952,717,551,398,1350,1423,0.5209744,0.9981242,4.0,4.0,4720.0,0.16052338980485367,193340.0,0.10715154390863084,30.60711,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,326,219,193,136,278,396,375,437,517,572,504,511,875,849,1058,938,1173,1028,1222,1033,1178,1160,551,398,1350,1423,0.70618325,0.986894,4.0,4.0,3147.0,0.11429122509775999,136424.0,0.07212898131294017,46.766754,44.646416,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,514,396,287,238,278,396,428,514,580,588,554,541,943,953,1159,1092,1324,1233,1484,1352,1328,1310,551,398,1350,1423,0.618459,0.9895862,4.0,4.0,2341.0,0.0885015171424355,97234.0,0.04930708233329916,48.582184,49.302513,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,152,104,93,75,345,429,514,606,736,752,734,702,938,916,870,722,906,751,795,581,1238,1064,173,78,1350,1423,0.83073807,0.8339837,4.0,4.0,4304.0,0.13082657527114525,156267.0,0.08786457267917501,21.794765,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,291,231,159,102,279,391,357,444,517,545,487,484,872,888,1131,1012,1166,1085,1169,1082,890,822,254,209,1350,1423,0.5850221,0.9417679,4.0,4.0,1904.0,0.08843259369308577,68280.0,0.04823037021826937,28.175976,22.350075,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,144,123,90,84,227,336,353,429,461,462,407,430,818,861,914,904,982,954,881,862,1000,968,656,630,1350,1423,0.6529926,0.5703054,4.0,4.0,2461.0,0.06165072542748882,28787.0,0.025547135060966723,50.337112,44.03479,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,74,51,40,45,252,358,349,454,497,563,471,479,703,670,525,406,597,466,382,267,636,468,356,328,1350,1423,0.5970296,0.86931723,4.0,4.0,2771.0,0.15872699639447915,107208.0,0.11633114509381028,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,164,108,117,88,278,396,344,458,491,534,482,457,764,753,805,647,879,730,825,641,686,538,551,398,1350,1423,0.6222383,0.9875332,4.0,4.0,4013.0,0.15950974877336885,165155.0,0.11285774883592635,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,164,108,117,88,278,396,354,459,540,582,514,505,764,753,805,647,879,730,825,641,958,740,551,398,1350,1423,0.8665605,0.99279696,4.0,4.0,4390.0,0.16041337591453106,188175.0,0.11051038536955544,29.718533,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,326,219,193,136,278,396,398,451,532,564,517,514,875,849,1058,938,1173,1028,1222,1033,1246,1026,551,398,1350,1423,0.6094626,0.99380726,4.0,4.0,4486.0,0.12054491329606139,181424.0,0.07347014626006551,48.96676,35.02436,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,514,396,287,238,278,396,451,570,624,592,575,587,943,953,1159,1092,1324,1233,1484,1352,1422,1380,551,398,1350,1423,0.59710604,0.87845486,4.0,4.0,2463.0,0.09110640314007819,106374.0,0.05288511935390896,50.796875,47.186333,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,460,330,268,181,300,409,392,485,556,520,540,530,1024,1006,1198,1169,1291,1286,1450,1349,1404,1330,732,487,1350,1423,0.72896934,0.4948261,4.0,4.0,2477.0,0.10154478448574088,128616.0,0.06857562712777478,54.291107,51.824303,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,460,330,268,181,300,409,410,469,563,570,542,558,1024,1006,1198,1169,1291,1286,1450,1349,1356,1292,732,487,1350,1423,0.7580763,0.93300647,4.0,4.0,2412.0,0.09950591781814623,120977.0,0.06539959151439545,51.6118,46.085968,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,163,84,110,66,278,368,370,478,582,568,530,532,973,933,880,738,962,809,813,624,844,708,450,495,1350,1423,0.7805436,0.6393623,4.0,4.0,3415.0,0.13305883778130273,134885.0,0.09176192176868539,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,122,114,64,73,245,351,370,460,483,528,494,500,820,809,803,801,892,851,811,768,871,758,691,633,1350,1423,0.44811457,0.93309903,4.0,4.0,1740.0,0.08467071622711722,46659.0,0.03640327144129363,25.341335,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,399,352,221,244,200,301,370,444,545,567,485,484,883,854,1109,1061,1166,1176,1319,1214,1384,1270,515,506,1350,1423,0.88017386,0.944169,4.0,4.0,1437.0,0.0695858857972648,51576.0,0.029206453949352517,60.58187,54.923286,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,80,51,59,41,266,378,374,512,516,540,480,480,766,709,599,475,625,478,414,273,654,472,174,86,1350,1423,0.7517989,0.42883527,4.0,4.0,3604.0,0.17614534408097515,139641.0,0.16162253918673578,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,74,48,66,44,250,385,291,424,420,433,395,383,677,657,597,449,638,500,473,266,558,392,43,77,1350,1423,0.8507915,0.51368076,4.0,4.0,3312.0,0.19628426675094524,155625.0,0.19645939377025123,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,74,48,66,44,250,385,267,373,353,421,360,378,677,657,597,449,638,500,473,266,568,407,43,77,1350,1423,0.45716193,0.6298787,4.0,4.0,3093.0,0.19629505542624104,152172.0,0.19680212967123525,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,67,40,61,55,250,385,310,411,426,443,380,388,639,625,550,424,564,450,419,277,526,414,43,77,1350,1423,0.9651609,0.8118976,4.0,4.0,2305.0,0.16114371868997232,97805.0,0.13783185506046053,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,67,40,61,55,250,385,337,418,410,443,369,353,639,625,550,424,564,450,419,277,474,376,43,77,1350,1423,0.9473677,0.9645717,4.0,4.0,2295.0,0.15760987462008036,92217.0,0.13214308797774554,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,101,79,67,50,292,381,394,509,524,560,476,483,747,704,593,495,652,543,523,387,528,420,456,405,1350,1423,0.85825276,0.5206651,4.0,4.0,2485.0,0.13474317927869492,84688.0,0.0814056622140741,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,101,79,67,50,292,381,412,504,571,564,516,522,747,704,593,495,652,543,523,387,796,628,456,405,1350,1423,0.99038625,0.5761849,4.0,4.0,3024.0,0.1337827927684034,95227.0,0.07375146467817105,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,283,208,183,105,292,381,407,496,536,547,528,551,839,824,953,777,1005,852,1033,855,1120,929,456,405,1350,1423,0.68874896,0.8586478,4.0,4.0,4059.0,0.1280553521775966,158906.0,0.0750217729682081,39.62796,21.765053,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,283,208,183,105,292,381,422,520,588,589,553,569,839,824,953,777,1005,852,1033,855,1280,1112,456,405,1350,1423,0.8366205,0.7433521,4.0,4.0,3961.0,0.12110890782087835,151939.0,0.07038872164571466,46.06202,33.399166,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,402,243,245,135,304,397,355,422,488,500,486,490,928,877,1111,1037,1261,1155,1381,1185,1324,1230,944,696,1350,1423,0.57166415,0.6449782,4.0,4.0,3907.0,0.11355011323569487,184077.0,0.07971043117726255,57.480927,51.84581,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,402,243,245,135,304,397,380,432,508,560,500,498,928,877,1111,1037,1261,1155,1381,1185,1354,1260,944,696,1350,1423,0.61491996,0.98891884,4.0,4.0,3841.0,0.11405707716989563,184840.0,0.08011310437932552,57.075256,52.398903,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,54,28,50,41,286,389,340,508,563,588,540,514,923,799,831,581,958,602,766,358,1044,642,370,123,1350,1423,0.67921966,0.6705842,4.0,4.0,9692.0,0.286261970032989,639909.0,0.3634303104870404,32.56636,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,61,81,56,60,195,299,279,362,427,441,402,387,652,656,605,577,657,633,472,458,565,558,437,450,1350,1423,0.42229214,0.71510637,4.0,4.0,2199.0,0.07148674738290427,25661.0,0.0345565526969132,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,399,352,221,244,200,301,358,465,532,546,520,493,883,854,1109,1061,1166,1176,1319,1214,1170,1232,515,506,1350,1423,0.86309373,0.8930008,4.0,4.0,1865.0,0.07160194738424386,48837.0,0.03169024881587487,43.996925,51.5315,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,418,392,230,220,208,311,314,368,454,476,396,422,823,849,1041,1053,1164,1243,1240,1275,1022,976,494,472,1350,1423,0.885901,0.864815,4.0,4.0,3340.0,0.05154820792935612,31676.0,0.01945287059480454,53.778786,46.004005,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,418,392,230,220,208,311,322,399,464,488,444,426,823,849,1041,1053,1164,1243,1240,1275,968,1036,494,472,1350,1423,0.7516065,0.8804474,4.0,4.0,3882.0,0.048564545515618125,36937.0,0.02009604384823406,41.67229,49.60974,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,180,188,101,111,184,293,196,334,331,363,327,328,605,639,814,833,943,926,983,962,763,796,510,539,1350,1423,0.558147,0.73740005,4.0,4.0,4228.0,0.07441897628908035,41620.0,0.04688256746570042,46.643997,49.46064,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,126,58,79,59,283,377,344,440,529,540,488,494,829,792,869,658,890,671,794,530,1048,797,424,288,1350,1423,0.7604538,0.6315378,4.0,4.0,6030.0,0.184554358372293,273606.0,0.14323826351588217,40.55021,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,74,48,66,44,250,385,286,434,378,454,353,370,677,657,597,449,638,500,473,266,561,436,43,77,1350,1423,0.930663,0.9068465,4.0,4.0,2871.0,0.19711875670284199,153661.0,0.20170234535151182,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,67,40,61,55,250,385,328,433,406,474,376,400,639,625,550,424,564,450,419,277,525,406,43,77,1350,1423,0.9182204,0.87340146,4.0,4.0,2264.0,0.16692400236415025,105093.0,0.14677739743520915,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
